2020415093000,3683,3684.8,3681.6,3683.6
2020415093020,3683.6,3683.6,3681.2,3681.2
2020415093040,3681.8,3683.8,3681.2,3682.4
2020415093100,3682.4,3682.4,3678.6,3680.2
2020415093120,3680.2,3682.4,3680.2,3682.2
2020415093140,3682.2,3682.4,3681.6,3681.6
2020415093200,3681.6,3681.6,3680.6,3681.2
2020415093220,3681.2,3681.2,3679.2,3679.2
2020415093240,3679.2,3680.4,3679,3680.4
2020415093300,3680,3681,3679.4,3681
2020415093320,3682,3682,3679.2,3680.4
2020415093340,3680.4,3680.4,3679,3680.4
2020415093400,3680.4,3680.6,3679.4,3679.4
2020415093420,3679.4,3681,3679.4,3681
2020415093440,3679.8,3682.6,3679.8,3680.4
2020415093500,3681.8,3681.8,3679.8,3679.8
2020415093520,3679.8,3681.2,3679.8,3681.2
2020415093540,3681.2,3681.2,3681,3681
2020415093600,3680.8,3680.8,3678.4,3679
2020415093620,3679,3680,3678,3680
2020415093640,3680,3680,3680,3680
2020415093700,3680,3681.2,3680,3680.2
2020415093720,3680.2,3680.2,3680,3680.2
2020415093740,3680.2,3681.2,3680.2,3681.2
2020415093800,3680.2,3681.6,3680.2,3681
2020415093820,3681,3682.6,3680.6,3682.2
2020415093840,3682,3683,3682,3682.4
2020415093900,3682.4,3683.2,3682.4,3682.8
2020415093920,3682.8,3683.8,3682.8,3683
2020415093940,3682.2,3682.2,3681,3681
2020415094000,3681,3681,3680.4,3680.4
2020415094020,3680.4,3681.4,3680,3681.4
2020415094040,3681.4,3681.4,3681,3681
2020415094100,3681.8,3684.2,3681.8,3684.2
2020415094120,3684.2,3684.8,3683.8,3683.8
2020415094140,3683.8,3685,3683.4,3685
2020415094200,3685,3685.8,3683.8,3683.8
2020415094220,3683,3683,3680.8,3680.8
2020415094240,3682.2,3683.6,3682.2,3683.6
2020415094300,3683.6,3683.8,3682.6,3683.8
2020415094320,3683.8,3683.8,3682.6,3682.6
2020415094340,3682.6,3684.4,3682.6,3683.2
2020415094400,3683.2,3683.8,3683.2,3683.8
2020415094420,3683.8,3683.8,3683,3683
2020415094440,3683.4,3683.4,3682.4,3683.2
2020415094500,3683.2,3684.2,3683.2,3684.2
2020415094520,3682.8,3682.8,3682,3682.4
2020415094540,3682.4,3682.4,3681.8,3681.8
2020415094600,3681.8,3683.2,3681.8,3683.2
2020415094620,3683.2,3683.2,3683.2,3683.2
2020415094640,3684.2,3685,3683.2,3684.4
2020415094700,3684.4,3686.6,3684.4,3686
2020415094720,3686.6,3688.6,3686.6,3687.6
2020415094740,3687.6,3688.6,3687.2,3688.6
2020415094800,3688.6,3688.6,3686,3686
2020415094820,3686,3686.2,3685.6,3686.2
2020415094840,3686.2,3686.8,3686.2,3686.4
2020415094900,3686.4,3690,3686.4,3690
2020415094920,3690,3691.2,3688.6,3688.8
2020415094940,3688.8,3689.6,3688.8,3689.6
2020415095000,3689.6,3692.2,3689.6,3691.6
2020415095020,3691.6,3691.6,3690.6,3690.6
2020415095040,3690.6,3692,3690.6,3691.8
2020415095100,3691.2,3691.2,3691,3691
2020415095120,3691,3691,3689.4,3689.6
2020415095140,3689.6,3690.8,3689.4,3690.8
2020415095200,3690.8,3692.2,3690.8,3691.6
2020415095220,3691.6,3692,3691,3692
2020415095240,3692.8,3693.2,3692.6,3693.2
2020415095300,3693.2,3693.2,3693,3693
2020415095320,3693,3693.4,3692.2,3692.2
2020415095340,3692.2,3693.4,3691.8,3691.8
2020415095400,3691.8,3694,3691.8,3693
2020415095420,3694,3694,3693,3693
2020415095440,3692.8,3693.2,3691.2,3691.2
2020415095500,3691.2,3692.2,3691,3691
2020415095520,3691,3692,3691,3691.6
2020415095540,3690.8,3690.8,3689.8,3689.8
2020415095600,3689.2,3690.8,3688.4,3688.4
2020415095620,3688.4,3688.8,3688.4,3688.8
2020415095640,3688.8,3689,3688.4,3688.4
2020415095700,3688.4,3689.6,3688.4,3689.6
2020415095720,3689.6,3690,3688.8,3690
2020415095740,3690,3690.4,3689.6,3690.4
2020415095800,3690.4,3690.4,3689.6,3690.2
2020415095820,3690.2,3690.2,3688.8,3689.4
2020415095840,3689.4,3690.6,3689.2,3690.4
2020415095900,3690.4,3690.4,3689.6,3689.6
2020415095920,3689.6,3689.8,3688.2,3689.8
2020415095940,3689.8,3689.8,3688,3688
2020415100000,3688,3688,3687.6,3687.6
2020415100020,3687.6,3687.6,3686.6,3687.6
2020415100040,3687.2,3688.6,3686.8,3686.8
2020415100100,3686.8,3689,3686.8,3689
